Year,Category,Nominee,Won?
1949,Directing,The Fallen Idol,NO
1949,Directing,The Heiress,NO
1949,Directing,A Letter to Three Wives,YES
1949,Documentary (Feature),Daybreak in Udi,YES
1949,Documentary (Feature),Kenji Comes Home,NO
1949,Documentary (Short Subject),A Chance to Live,YES
1949,Documentary (Short Subject),1848,NO
1949,Documentary (Short Subject),The Rising Tide,NO
1949,Documentary (Short Subject),So Much for So Little,YES
1949,Film Editing,All the King's Men,NO
1949,Film Editing,Battleground,NO
1949,Film Editing,Champion,YES
1949,Film Editing,Sands of Iwo Jima,NO
1949,Film Editing,The Window,NO
1949,Foreign Language Film,To The Bicycle Thief - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1949.,YES
1949,Music (Scoring),Beyond the Forest,NO
1949,Music (Scoring),Champion,NO
1949,Music (Scoring),The Heiress,YES
1949,Music (Scoring),Jolson Sings Again,NO
1949,Music (Scoring),Look for the Silver Lining,NO
1949,Music (Scoring),On the Town,YES
1949,Music (Song),Neptune's Daughter,YES
1949,Music (Song),It's a Great Feeling,NO
1949,Music (Song),So Dear to My Heart,NO
1949,Music (Song),My Foolish Heart,NO
1949,Music (Song),Come to the Stable,NO
1949,Best Picture,All the King's Men,YES
1949,Best Picture,Battleground,NO
1949,Best Picture,The Heiress,NO
1949,Best Picture,A Letter to Three Wives,NO
1949,Best Picture,Twelve O'Clock High,NO
1949,Short Film (Animated),Canary Row,NO
1949,Short Film (Animated),For Scent-Imental Reasons,YES
1949,Short Film (Animated),Hatch Up Your Troubles,NO
1949,Short Film (Animated),The Magic Fluke,NO
1949,Short Film (Animated),Toy Tinkers,NO
1949,Short Film (Live Action),Aquatic House-Party,YES
1949,Short Film (Live Action),Roller Derby Girl,NO
1949,Short Film (Live Action),So You Think You're Not Guilty,NO
1949,Short Film (Live Action),Spills and Chills,NO
1949,Short Film (Live Action),Water Trix,NO
1949,Short Film (Live Action),The Boy and the Eagle,NO
1949,Short Film (Live Action),Chase of Death,NO
1949,Short Film (Live Action),The Grass Is Always Greener,NO
1949,Short Film (Live Action),Snow Carnival,NO
1949,Short Film (Live Action),Van Gogh,YES
1949,Sound,"Once More, My Darling",NO
1949,Sound,Sands of Iwo Jima,NO
1949,Sound,Twelve O'Clock High,YES
1949,Writing,Come to the Stable,NO
1949,Writing,It Happens Every Spring,NO
1949,Writing,Sands of Iwo Jima,NO
1949,Writing,The Stratton Story,YES
1949,Writing,White Heat,NO
1949,Writing,All the King's Men,NO
1949,Writing,The Bicycle Thief,NO
1949,Writing,Champion,NO
1949,Writing,The Fallen Idol,NO
1949,Writing,A Letter to Three Wives,YES
1949,Writing,Battleground,YES
1949,Writing,Jolson Sings Again,NO
1949,Writing,Paisan,NO
1949,Writing,Passport to Pimlico,NO
1949,Writing,The Quiet One,NO
1949,Special Effects (archaic category),Mighty Joe Young,YES
1949,Special Effects (archaic category),Tulsa,NO
1948,Actor -- Leading Role,Johnny Belinda ,NO
1948,Actor -- Leading Role,The Search ,NO
1948,Actor -- Leading Role,When My Baby Smiles at Me ,NO
1948,Actor -- Leading Role,Hamlet ,YES
1948,Actor -- Leading Role,Sitting Pretty ,NO
1948,Actor -- Supporting Role,Johnny Belinda ,NO
1948,Actor -- Supporting Role,Joan of Arc ,NO
1948,Actor -- Supporting Role,I Remember Mama ,NO
1948,Actor -- Supporting Role,The Treasure of the Sierra Madre ,YES
1948,Actor -- Supporting Role,The Luck of the Irish ,NO
1948,Actress -- Leading Role,Joan of Arc ,NO
1948,Actress -- Leading Role,The Snake Pit ,NO
1948,Actress -- Leading Role,I Remember Mama ,NO
1948,Actress -- Leading Role,"Sorry, Wrong Number ",NO
1948,Actress -- Leading Role,Johnny Belinda ,YES
1948,Actress -- Supporting Role,I Remember Mama ,NO
1948,Actress -- Supporting Role,I Remember Mama ,NO
1948,Actress -- Supporting Role,Johnny Belinda ,NO
1948,Actress -- Supporting Role,Hamlet ,NO
1948,Actress -- Supporting Role,Key Largo ,YES
1948,Art Direction,Hamlet,YES
1948,Art Direction,Johnny Belinda,NO
1948,Art Direction,Joan of Arc,NO
1948,Art Direction,The Red Shoes,YES
1948,Cinematography,A Foreign Affair,NO
1948,Cinematography,I Remember Mama,NO
1948,Cinematography,Johnny Belinda,NO
1948,Cinematography,The Naked City,YES
1948,Cinematography,Portrait of Jennie,NO
1948,Cinematography,Green Grass of Wyoming,NO
1948,Cinematography,Joan of Arc,YES
1948,Cinematography,The Loves of Carmen,NO
1948,Cinematography,The Three Musketeers,NO
1948,Costume Design,B. F.'s Daughter,NO
1948,Costume Design,Hamlet,YES
1948,Costume Design,The Emperor Waltz,NO
1948,Costume Design,Joan of Arc,YES
1948,Directing,Hamlet,NO
1948,Directing,Johnny Belinda,NO
1948,Directing,The Search,NO
1948,Directing,The Snake Pit,NO
1948,Directing,The Treasure of the Sierra Madre,YES
1948,Documentary (Feature),The Quiet One,NO
1948,Documentary (Feature),The Secret Land,YES
1948,Documentary (Short Subject),Heart to Heart,NO
1948,Documentary (Short Subject),Operation Vittles,NO
1948,Documentary (Short Subject),Toward Independence,YES
1948,Film Editing,Joan of Arc,NO
1948,Film Editing,Johnny Belinda,NO
1948,Film Editing,The Naked City,YES
1948,Film Editing,Red River,NO
1948,Film Editing,The Red Shoes,NO
1948,Foreign Language Film,To Monsieur Vincent - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1948.,YES
1948,Music (Scoring),Hamlet,NO
1948,Music (Scoring),Joan of Arc,NO
1948,Music (Scoring),Johnny Belinda,NO
1948,Music (Scoring),The Red Shoes,YES
1948,Music (Scoring),The Snake Pit,NO
1948,Music (Scoring),Easter Parade,YES
1948,Music (Scoring),The Emperor Waltz,NO
1948,Music (Scoring),The Pirate,NO
1948,Music (Scoring),Romance on the High Seas,NO
1948,Music (Scoring),When My Baby Smiles at Me,NO
1948,Music (Song),The Paleface,YES
1948,Music (Song),Casbah,NO
1948,Music (Song),Romance on the High Seas,NO
1948,Music (Song),That Lady in Ermine,NO
1948,Music (Song),Wet Blanket Policy,NO
1948,Best Picture,Hamlet,YES
1948,Best Picture,Johnny Belinda,NO
1948,Best Picture,The Red Shoes,NO
1948,Best Picture,The Snake Pit,NO
1948,Best Picture,The Treasure of the Sierra Madre,NO
1948,Short Film (Animated),The Little Orphan,YES
1948,Short Film (Animated),Mickey and the Seal,NO
1948,Short Film (Animated),Mouse Wreckers,NO
1948,Short Film (Animated),Robin Hoodlum,NO
1948,Short Film (Animated),Tea for Two Hundred,NO
1948,Short Film (Live Action),Annie Was a Wonder,NO
1948,Short Film (Live Action),Cinderella Horse,NO
1948,Short Film (Live Action),So You Want to Be on the Radio,NO
1948,Short Film (Live Action),Symphony of a City,YES
1948,Short Film (Live Action),You Can't Win,NO
1948,Short Film (Live Action),Calgary Stampede,NO
1948,Short Film (Live Action),Going to Blazes,NO
1948,Short Film (Live Action),Samba-Mania,NO
1948,Short Film (Live Action),Seal Island,YES
1948,Short Film (Live Action),Snow Capers,NO
1948,Sound,Johnny Belinda,NO
1948,Sound,Moonrise,NO
1948,Sound,The Snake Pit,YES
1948,Writing,Louisiana Story,NO
1948,Writing,The Naked City,NO
1948,Writing,Red River,NO
1948,Writing,The Red Shoes,NO
1948,Writing,The Search,YES
1948,Writing,A Foreign Affair,NO
1948,Writing,Johnny Belinda,NO
1948,Writing,The Search,NO
1948,Writing,The Snake Pit,NO
1948,Writing,The Treasure of the Sierra Madre,YES
1948,Special Effects (archaic category),Deep Waters,NO
1948,Special Effects (archaic category),Portrait of Jennie,YES
1947,Actor -- Leading Role,A Double Life ,YES
1947,Actor -- Leading Role,Body and Soul ,NO
1947,Actor -- Leading Role,Gentleman's Agreement ,NO
1947,Actor -- Leading Role,Life with Father ,NO
1947,Actor -- Leading Role,Mourning Becomes Electra ,NO
1947,Actor -- Supporting Role,The Farmer's Daughter ,NO
1947,Actor -- Supporting Role,Ride the Pink Horse ,NO
1947,Actor -- Supporting Role,Miracle on 34th Street ,YES
1947,Actor -- Supporting Role,Crossfire ,NO
1947,Actor -- Supporting Role,Kiss of Death ,NO
1947,Actress -- Leading Role,Possessed ,NO
1947,Actress -- Leading Role,Smash-Up--The Story of a Woman ,NO
1947,Actress -- Leading Role,Gentleman's Agreement ,NO
1947,Actress -- Leading Role,Mourning Becomes Electra ,NO
1947,Actress -- Leading Role,The Farmer's Daughter ,YES
1947,Actress -- Supporting Role,The Paradine Case ,NO
1947,Actress -- Supporting Role,Crossfire ,NO
1947,Actress -- Supporting Role,Gentleman's Agreement ,YES
1947,Actress -- Supporting Role,The Egg and I ,NO
1947,Actress -- Supporting Role,Gentleman's Agreement ,NO
1947,Art Direction,The Foxes of Harrow,NO
1947,Art Direction,Great Expectations,YES
1947,Art Direction,Black Narcissus,YES
1947,Art Direction,Life with Father,NO
1947,Cinematography,The Ghost and Mrs. Muir,NO
1947,Cinematography,Great Expectations,YES
1947,Cinematography,Green Dolphin Street,NO
1947,Cinematography,Black Narcissus,YES
1947,Cinematography,Life with Father,NO
1947,Cinematography,Mother Wore Tights,NO
1947,Directing,The Bishop's Wife,NO
1947,Directing,Crossfire,NO
1947,Directing,A Double Life,NO
1947,Directing,Gentleman's Agreement,YES
1947,Directing,Great Expectations,NO
1947,Documentary (Feature),Design for Death,YES
1947,Documentary (Feature),Journey into Medicine,NO
1947,Documentary (Feature),The World Is Rich,NO
1947,Documentary (Short Subject),First Steps,YES
1947,Documentary (Short Subject),Passport to Nowhere,NO
1947,Documentary (Short Subject),School in the Mailbox,NO
1947,Film Editing,The Bishop's Wife,NO
1947,Film Editing,Body and Soul,YES
1947,Film Editing,Gentleman's Agreement,NO
1947,Film Editing,Green Dolphin Street,NO
1947,Film Editing,Odd Man Out,NO
1947,Foreign Language Film,"To Shoe-Shine - the high quality of this motion picture, brought to eloquent life in a country scarred by war, is proof to the world that the creative spirit can triumph over adversity.",YES
1947,Music (Scoring),The Bishop's Wife,NO
1947,Music (Scoring),Captain from Castile,NO
1947,Music (Scoring),A Double Life,YES
1947,Music (Scoring),Forever Amber,NO
1947,Music (Scoring),Life with Father,NO
1947,Music (Scoring),Fiesta,NO
1947,Music (Scoring),Mother Wore Tights,YES
1947,Music (Scoring),My Wild Irish Rose,NO
1947,Music (Scoring),Road to Rio,NO
1947,Music (Scoring),Song of the South,NO
1947,Music (Song),"The Time, the Place and the Girl",NO
1947,Music (Song),The Perils of Pauline,NO
1947,Music (Song),Good News,NO
1947,Music (Song),Mother Wore Tights,NO
1947,Music (Song),Song of the South,YES
1947,Best Picture,The Bishop's Wife,NO
1947,Best Picture,Crossfire,NO
1947,Best Picture,Gentleman's Agreement,YES
1947,Best Picture,Great Expectations,NO
1947,Best Picture,Miracle on 34th Street,NO
1947,Short Film (Animated),Chip An' Dale,NO
1947,Short Film (Animated),Dr. Jekyll and Mr. Mouse,NO
1947,Short Film (Animated),Pluto's Blue Note,NO
1947,Short Film (Animated),Tubby the Tuba,NO
1947,Short Film (Animated),Tweetie Pie,YES
1947,Short Film (Live Action),"Brooklyn, U.S.A.",NO
1947,Short Film (Live Action),Good-bye Miss Turlock,YES
1947,Short Film (Live Action),Moon Rockets,NO
1947,Short Film (Live Action),Now You See It,NO
1947,Short Film (Live Action),So You Want to Be in Pictures,NO
1947,Short Film (Live Action),Champagne for Two,NO
1947,Short Film (Live Action),Climbing the Matterhorn,YES
1947,Short Film (Live Action),Fight of the Wild Stallions,NO
1947,Short Film (Live Action),Give Us the Earth,NO
1947,Short Film (Live Action),A Voice Is Born: The Story of Niklos Gafni,NO
1947,Sound,The Bishop's Wife,YES
1947,Sound,Green Dolphin Street,NO
1947,Sound,T-Men,NO
1947,Writing,A Cage of Nightingales,NO
1947,Writing,It Happened on Fifth Avenue,NO
1947,Writing,Kiss of Death,NO
1947,Writing,Miracle on 34th Street,YES
1947,Writing,Smash-Up--The Story of a Woman,NO
1947,Writing,The Bachelor and the Bobby-Soxer,YES
1947,Writing,Body and Soul,NO
1947,Writing,A Double Life,NO
1947,Writing,Monsieur Verdoux,NO
1947,Writing,Shoe-Shine,NO
1947,Writing,Boomerang!,NO
1947,Writing,Crossfire,NO
1947,Writing,Gentleman's Agreement,NO
1947,Writing,Great Expectations,NO
1947,Writing,Miracle on 34th Street,YES
1947,Special Effects (archaic category),Green Dolphin Street,YES
1947,Special Effects (archaic category),Unconquered,NO
1946,Actor -- Leading Role,The Best Years of Our Lives ,YES
1946,Actor -- Leading Role,Henry V ,NO
1946,Actor -- Leading Role,The Jolson Story ,NO
1946,Actor -- Leading Role,The Yearling ,NO
1946,Actor -- Leading Role,It's a Wonderful Life ,NO
1946,Actor -- Supporting Role,The Green Years ,NO
1946,Actor -- Supporting Role,The Jolson Story ,NO
1946,Actor -- Supporting Role,Notorious ,NO
1946,Actor -- Supporting Role,The Best Years of Our Lives ,YES
1946,Actor -- Supporting Role,The Razor's Edge ,NO
1946,Actress -- Leading Role,To Each His Own ,YES
1946,Actress -- Leading Role,Brief Encounter ,NO
1946,Actress -- Leading Role,Duel in the Sun ,NO
1946,Actress -- Leading Role,Sister Kenny ,NO
1946,Actress -- Leading Role,The Yearling ,NO
1946,Actress -- Supporting Role,The Spiral Staircase ,NO
1946,Actress -- Supporting Role,The Razor's Edge ,YES
1946,Actress -- Supporting Role,Duel in the Sun ,NO
1946,Actress -- Supporting Role,Saratoga Trunk ,NO
1946,Actress -- Supporting Role,Anna and the King of Siam ,NO
1946,Art Direction,Anna and the King of Siam,YES
1946,Art Direction,Kitty,NO
1946,Art Direction,The Razor's Edge,NO
1946,Art Direction,Caesar and Cleopatra,NO
1946,Art Direction,Henry V,NO
1946,Art Direction,The Yearling,YES
1946,Cinematography,Anna and the King of Siam,YES
1946,Cinematography,The Green Years,NO
1946,Cinematography,The Jolson Story,NO
1946,Cinematography,The Yearling,YES
1946,Directing,The Best Years of Our Lives,YES
1946,Directing,Brief Encounter,NO
1946,Directing,It's a Wonderful Life,NO
1946,Directing,The Killers,NO
1946,Directing,The Yearling,NO
1946,Documentary (Short Subject),Atomic Power,NO
1946,Documentary (Short Subject),Life at the Zoo,NO
1946,Documentary (Short Subject),Paramount News Issue #37 (Twentieth Anniversary Issue! 1927.....1947),NO
1946,Documentary (Short Subject),Seeds of Destiny,YES
1946,Documentary (Short Subject),Traffic with the Devil,NO
1946,Film Editing,The Best Years of Our Lives,YES
1946,Film Editing,It's a Wonderful Life,NO
1946,Film Editing,The Jolson Story,NO
1946,Film Editing,The Killers,NO
1946,Film Editing,The Yearling,NO
1946,Music (Scoring),Anna and the King of Siam,NO
1946,Music (Scoring),The Best Years of Our Lives,YES
1946,Music (Scoring),Henry V,NO
1946,Music (Scoring),Humoresque,NO
1946,Music (Scoring),The Killers,NO
1946,Music (Scoring),Blue Skies,NO
1946,Music (Scoring),Centennial Summer,NO
1946,Music (Scoring),The Harvey Girls,NO
1946,Music (Scoring),The Jolson Story,YES
1946,Music (Scoring),Night and Day,NO
1946,Music (Song),Centennial Summer,NO
1946,Music (Song),The Dolly Sisters,NO
1946,Music (Song),Canyon Passage,NO
1946,Music (Song),The Harvey Girls,YES
1946,Music (Song),Blue Skies,NO
1946,Best Picture,The Best Years of Our Lives,YES
1946,Best Picture,Henry V,NO
1946,Best Picture,It's a Wonderful Life,NO
1946,Best Picture,The Razor's Edge,NO
1946,Best Picture,The Yearling,NO
1946,Short Film (Animated),The Cat Concerto,YES
1946,Short Film (Animated),Chopin's Musical Moments,NO
1946,Short Film (Animated),John Henry and the Inky Poo,NO
1946,Short Film (Animated),Squatter's Rights,NO
1946,Short Film (Animated),Walky Talky Hawky,NO
1946,Short Film (Live Action),Dive-Hi Champs,NO
1946,Short Film (Live Action),Facing Your Danger,YES
1946,Short Film (Live Action),Golden Horses,NO
1946,Short Film (Live Action),Smart as a Fox,NO
1946,Short Film (Live Action),Sure Cures,NO
1946,Short Film (Live Action),A Boy and His Dog,YES
1946,Short Film (Live Action),College Queen,NO
1946,Short Film (Live Action),Hiss and Yell,NO
1946,Short Film (Live Action),The Luckiest Guy in the World,NO
1946,Sound,The Best Years of Our Lives,NO
1946,Sound,It's a Wonderful Life,NO
1946,Sound,The Jolson Story,YES
1946,Writing,The Dark Mirror,NO
1946,Writing,The Strange Love of Martha Ivers,NO
1946,Writing,The Stranger,NO
1946,Writing,To Each His Own,NO
1946,Writing,Vacation from Marriage,YES
1946,Writing,The Blue Dahlia,NO
1946,Writing,Children of Paradise,NO
1946,Writing,Notorious,NO
1946,Writing,Road to Utopia,NO
1946,Writing,The Seventh Veil,YES
1946,Writing,Anna and the King of Siam,NO
1946,Writing,The Best Years of Our Lives,YES
1946,Writing,Brief Encounter,NO
1946,Writing,The Killers,NO
1946,Writing,Open City,NO
1946,Special Effects (archaic category),Blithe Spirit,YES
1946,Special Effects (archaic category),A Stolen Life,NO
1945,Actor -- Leading Role,The Bells of St. Mary's ,NO
1945,Actor -- Leading Role,Anchors Aweigh ,NO
1945,Actor -- Leading Role,The Lost Weekend ,YES
1945,Actor -- Leading Role,The Keys of the Kingdom ,NO
1945,Actor -- Leading Role,A Song to Remember ,NO
1945,Actor -- Supporting Role,Spellbound ,NO
1945,Actor -- Supporting Role,The Corn Is Green ,NO
1945,Actor -- Supporting Role,A Tree Grows in Brooklyn ,YES
1945,Actor -- Supporting Role,G. I. Joe ,NO
1945,Actor -- Supporting Role,A Medal for Benny ,NO
1945,Actress -- Leading Role,The Bells of St. Mary's ,NO
1945,Actress -- Leading Role,Mildred Pierce ,YES
1945,Actress -- Leading Role,The Valley of Decision ,NO
1945,Actress -- Leading Role,Love Letters ,NO
1945,Actress -- Leading Role,Leave Her to Heaven ,NO
1945,Actress -- Supporting Role,Mildred Pierce ,NO
1945,Actress -- Supporting Role,Mildred Pierce ,NO
1945,Actress -- Supporting Role,The Picture of Dorian Gray ,NO
1945,Actress -- Supporting Role,The Corn Is Green ,NO
1945,Actress -- Supporting Role,National Velvet ,YES
1945,Art Direction,Blood on the Sun,YES
1945,Art Direction,Experiment Perilous,NO
1945,Art Direction,The Keys of the Kingdom,NO
1945,Art Direction,Love Letters,NO
1945,Art Direction,The Picture of Dorian Gray,NO
1945,Art Direction,Frenchman's Creek,YES
1945,Art Direction,Leave Her to Heaven,NO
1945,Art Direction,National Velvet,NO
1945,Art Direction,San Antonio,NO
1945,Art Direction,A Thousand and One Nights,NO
1945,Cinematography,The Keys of the Kingdom,NO
1945,Cinematography,The Lost Weekend,NO
1945,Cinematography,Mildred Pierce,NO
1945,Cinematography,The Picture of Dorian Gray,YES
1945,Cinematography,Spellbound,NO
1945,Cinematography,Anchors Aweigh,NO
1945,Cinematography,Leave Her to Heaven,YES
1945,Cinematography,National Velvet,NO
1945,Cinematography,A Song to Remember,NO
1945,Cinematography,The Spanish Main,NO
1945,Directing,The Bells of St. Mary's,NO
1945,Directing,The Lost Weekend,YES
1945,Directing,National Velvet,NO
1945,Directing,The Southerner,NO
1945,Directing,Spellbound,NO
1945,Documentary (Feature),The Last Bomb,NO
1945,Documentary (Feature),The True Glory,YES
1945,Documentary (Short Subject),Hitler Lives?,YES
1945,Documentary (Short Subject),Library of Congress,NO
1945,Documentary (Short Subject),To the Shores of Iwo Jima,NO
1945,Film Editing,The Bells of St. Mary's,NO
1945,Film Editing,The Lost Weekend,NO
1945,Film Editing,National Velvet,YES
1945,Film Editing,"Objective, Burma!",NO
1945,Film Editing,A Song to Remember,NO
1945,Music (Scoring),The Bells of St. Mary's,NO
1945,Music (Scoring),Brewster's Millions,NO
1945,Music (Scoring),Captain Kidd,NO
1945,Music (Scoring),The Enchanted Cottage,NO
1945,Music (Scoring),Flame of Barbary Coast,NO
1945,Music (Scoring),G. I. Honeymoon,NO
1945,Music (Scoring),G. I. Joe,NO
1945,Music (Scoring),Guest in the House,NO
1945,Music (Scoring),Guest Wife,NO
1945,Music (Scoring),The Keys of the Kingdom,NO
1945,Music (Scoring),The Lost Weekend,NO
1945,Music (Scoring),Love Letters,NO
1945,Music (Scoring),The Man Who Walked Alone,NO
1945,Music (Scoring),"Objective, Burma!",NO
1945,Music (Scoring),Paris--Underground,NO
1945,Music (Scoring),A Song to Remember,NO
1945,Music (Scoring),The Southerner,NO
1945,Music (Scoring),Spellbound,YES
1945,Music (Scoring),This Love of Ours,NO
1945,Music (Scoring),The Valley of Decision,NO
1945,Music (Scoring),The Woman in the Window,NO
1945,Music (Scoring),Anchors Aweigh,YES
1945,Music (Scoring),Belle of the Yukon,NO
1945,Music (Scoring),Can't Help Singing,NO
1945,Music (Scoring),Hitchhike to Happiness,NO
1945,Music (Scoring),Incendiary Blonde,NO
1945,Music (Scoring),Rhapsody in Blue,NO
1945,Music (Scoring),State Fair,NO
1945,Music (Scoring),Sunbonnet Sue,NO
1945,Music (Scoring),The Three Caballeros,NO
1945,Music (Scoring),Tonight and Every Night,NO
1945,Music (Scoring),Why Girls Leave Home,NO
1945,Music (Scoring),Wonder Man,NO
1945,Music (Song),Here Come the Waves,NO
1945,Music (Song),Tonight and Every Night,NO
1945,Music (Song),The Bells of St. Mary's,NO
1945,Music (Song),Why Girls Leave Home,NO
1945,Music (Song),Earl Carroll Vanities,NO
1945,Music (Song),Anchors Aweigh,NO
1945,Music (Song),Sing Your Way Home,NO
1945,Music (Song),State Fair,YES
1945,Music (Song),G. I. Joe,NO
1945,Music (Song),Love Letters,NO
1945,Music (Song),Can't Help Singing,NO
1945,Music (Song),Belle of the Yukon,NO
1945,Music (Song),Wonder Man,NO
1945,Music (Song),San Antonio,NO
1945,Best Picture,Anchors Aweigh,NO
1945,Best Picture,The Bells of St. Mary's,NO
1945,Best Picture,The Lost Weekend,YES
1945,Best Picture,Mildred Pierce,NO
1945,Best Picture,Spellbound,NO
1945,Short Film (Animated),Donald's Crime,NO
1945,Short Film (Animated),Jasper and the Beanstalk,NO
1945,Short Film (Animated),Life with Feathers,NO
1945,Short Film (Animated),Mighty Mouse in Gypsy Life,NO
1945,Short Film (Animated),The Poet and Peasant,NO
1945,Short Film (Animated),Quiet Please!,YES
1945,Short Film (Animated),Rippling Romance,NO
1945,Short Film (Live Action),Along the Rainbow Trail,NO
1945,Short Film (Live Action),Screen Snapshots' 25th Anniversary,NO
1945,Short Film (Live Action),Stairway to Light,YES
1945,Short Film (Live Action),Story of a Dog,NO
1945,Short Film (Live Action),White Rhapsody,NO
1945,Short Film (Live Action),Your National Gallery,NO
1945,Short Film (Live Action),A Gun in His Hand,NO
1945,Short Film (Live Action),The Jury Goes Round 'N' Round,NO
1945,Short Film (Live Action),The Little Witch,NO
1945,Short Film (Live Action),Star in the Night,YES
1945,Sound,The Bells of St. Mary's,YES
1945,Sound,Flame of Barbary Coast,NO
1945,Sound,Lady on a Train,NO
1945,Sound,Leave Her to Heaven,NO
1945,Sound,Rhapsody in Blue,NO
1945,Sound,A Song to Remember,NO
1945,Sound,The Southerner,NO
1945,Sound,They Were Expendable,NO
1945,Sound,The Three Caballeros,NO
1945,Sound,Three Is a Family,NO
1945,Sound,The Unseen,NO
1945,Sound,Wonder Man,NO
1945,Writing,The Affairs of Susan,NO
1945,Writing,The House on 92nd Street,YES
1945,Writing,A Medal for Benny,NO
1945,Writing,"Objective, Burma!",NO
1945,Writing,A Song to Remember,NO
1945,Writing,Dillinger,NO
1945,Writing,Marie-Louise,YES
1945,Writing,Music for Millions,NO
1945,Writing,Salty O'Rourke,NO
1945,Writing,"What Next, Corporal Hargrove?",NO
1945,Writing,G. I. Joe,NO
1945,Writing,The Lost Weekend,YES
1945,Writing,Mildred Pierce,NO
1945,Writing,Pride of the Marines,NO
1945,Writing,A Tree Grows in Brooklyn,NO
1945,Special Effects (archaic category),Captain Eddie,NO
1945,Special Effects (archaic category),Spellbound,NO
1945,Special Effects (archaic category),They Were Expendable,NO
1945,Special Effects (archaic category),A Thousand and One Nights,NO
1945,Special Effects (archaic category),Wonder Man,YES
1944,Actor -- Leading Role,Gaslight ,NO
1944,Actor -- Leading Role,Going My Way ,YES
1944,Actor -- Leading Role,Going My Way ,NO
1944,Actor -- Leading Role,None but the Lonely Heart ,NO
1944,Actor -- Leading Role,Wilson ,NO
1944,Actor -- Supporting Role,The Seventh Cross ,NO
1944,Actor -- Supporting Role,Going My Way ,YES
1944,Actor -- Supporting Role,Mr. Skeffington ,NO
1944,Actor -- Supporting Role,Laura ,NO
1944,Actor -- Supporting Role,Since You Went Away ,NO
1944,Actress -- Leading Role,Gaslight ,YES
1944,Actress -- Leading Role,Since You Went Away ,NO
1944,Actress -- Leading Role,Mr. Skeffington ,NO
1944,Actress -- Leading Role,Mrs. Parkington ,NO
1944,Actress -- Leading Role,Double Indemnity ,NO
1944,Actress -- Supporting Role,None but the Lonely Heart ,YES
1944,Actress -- Supporting Role,Since You Went Away ,NO
1944,Actress -- Supporting Role,Gaslight ,NO
1944,Actress -- Supporting Role,Dragon Seed ,NO
1944,Actress -- Supporting Role,Mrs. Parkington ,NO
1944,Art Direction,Address Unknown,NO
1944,Art Direction,The Adventures of Mark Twain,NO
1944,Art Direction,Casanova Brown,NO
1944,Art Direction,Gaslight,YES
1944,Art Direction,Laura,NO
1944,Art Direction,No Time for Love,NO
1944,Art Direction,Since You Went Away,NO
1944,Art Direction,Song of the Open Road[NOTE: THIS IS NOT AN OFFICIAL NOMINATION. Nomination withdrawn by production company.],NO
1944,Art Direction,Step Lively,NO
1944,Art Direction,The Climax,NO
1944,Art Direction,Cover Girl,NO
1944,Art Direction,The Desert Song,NO
1944,Art Direction,Kismet,NO
1944,Art Direction,Lady in the Dark,NO
1944,Art Direction,The Princess and the Pirate,NO
1944,Art Direction,Wilson,YES
1944,Cinematography,Double Indemnity,NO
1944,Cinematography,Dragon Seed,NO
1944,Cinematography,Gaslight,NO
1944,Cinematography,Going My Way,NO
1944,Cinematography,Laura,YES
1944,Cinematography,Lifeboat,NO
1944,Cinematography,Since You Went Away,NO
1944,Cinematography,Thirty Seconds over Tokyo,NO
1944,Cinematography,The Uninvited,NO
1944,Cinematography,The White Cliffs of Dover,NO
1944,Cinematography,Cover Girl,NO
1944,Cinematography,Home in Indiana,NO
1944,Cinematography,Kismet,NO
1944,Cinematography,Lady in the Dark,NO
1944,Cinematography,Meet Me in St. Louis,NO
1944,Cinematography,Wilson,YES
1944,Directing,Double Indemnity,NO
1944,Directing,Going My Way,YES
1944,Directing,Laura,NO
1944,Directing,Lifeboat,NO
1944,Directing,Wilson,NO
1944,Documentary (Feature),The Fighting Lady,YES
1944,Documentary (Feature),Resisting Enemy Interrogation,NO
1944,Documentary (Short Subject),Arturo Toscanini,NO
1944,Documentary (Short Subject),New Americans,NO
1944,Documentary (Short Subject),With the Marines at Tarawa,YES
1944,Film Editing,Going My Way,NO
1944,Film Editing,Janie,NO
1944,Film Editing,None but the Lonely Heart,NO
1944,Film Editing,Since You Went Away,NO
1944,Film Editing,Wilson,YES
1944,Music (Scoring),Address Unknown,NO
1944,Music (Scoring),The Adventures of Mark Twain,NO
1944,Music (Scoring),The Bridge of San Luis Rey,NO
1944,Music (Scoring),Casanova Brown,NO
1944,Music (Scoring),Christmas Holiday,NO
1944,Music (Scoring),Double Indemnity,NO
1944,Music (Scoring),The Fighting Seabees,NO
1944,Music (Scoring),The Hairy Ape,NO
1944,Music (Scoring),It Happened Tomorrow,NO
1944,Music (Scoring),Jack London,NO
1944,Music (Scoring),Kismet,NO
1944,Music (Scoring),None but the Lonely Heart,NO
1944,Music (Scoring),The Princess and the Pirate,NO
1944,Music (Scoring),Since You Went Away,YES
1944,Music (Scoring),Summer Storm,NO
1944,Music (Scoring),Three Russian Girls,NO
1944,Music (Scoring),Up in Mabel's Room,NO
1944,Music (Scoring),Voice in the Wind,NO
1944,Music (Scoring),Wilson,NO
